date,open,high,low,close,volume
2024-09-03 09:30:00,31.3760,31.3760,31.3760,31.3760,101
2024-09-03 10:45:00,31.3855,31.3855,31.3855,31.3855,209
2024-09-03 10:50:00,31.5373,31.5373,31.5373,31.5373,110
2024-09-03 11:20:00,30.7880,30.7880,30.6362,30.6362,612
2024-09-03 11:50:00,31.0536,31.0536,30.9018,30.9018,206
2024-09-03 11:55:00,30.8259,30.8259,30.8259,30.8259,280
2024-09-03 12:10:00,30.8259,30.8259,30.8259,30.8259,411
2024-09-03 12:20:00,31.0630,31.0630,31.0630,31.0630,403
2024-09-03 12:40:00,30.8354,30.8354,30.8354,30.8354,100
2024-09-03 12:45:00,30.9208,30.9208,30.8354,30.8354,233
2024-09-03 12:55:00,31.0156,31.0156,31.0156,31.0156,129
2024-09-03 15:50:00,31.0630,31.0630,31.0630,31.0630,170
2024-09-03 16:00:00,30.9208,31.2622,30.9208,31.2622,573
2024-09-03 16:10:00,31.2622,31.2622,31.2622,31.2622,100
2024-09-03 18:30:00,31.2622,31.2622,31.2622,31.2622,100
2024-09-03 19:00:00,31.2622,31.2622,31.2622,31.2622,100
2024-09-04 09:45:00,31.2243,31.2243,31.2243,31.2243,100
2024-09-04 10:30:00,30.9777,31.2053,30.9682,31.2053,597
2024-09-04 10:35:00,31.3097,31.3097,30.9682,30.9682,504
2024-09-04 10:55:00,31.1105,31.3002,31.1105,31.3002,213
2024-09-04 14:10:00,31.1674,31.1674,31.1674,31.1674,104
2024-09-04 15:10:00,31.1342,31.1342,31.1342,31.1342,106
2024-09-04 16:00:00,31.1200,31.3002,31.1200,31.1342,208
2024-09-04 16:10:00,31.1342,31.1342,31.1342,31.1342,100
2024-09-04 18:30:00,31.1342,31.1342,31.1342,31.1342,100
2024-09-04 19:00:00,31.1342,31.1342,31.1342,31.1342,100
2024-09-05 09:45:00,31.0251,31.0251,31.0251,31.0251,148
2024-09-05 10:25:00,31.1200,31.1200,31.1200,31.1200,201
2024-09-05 10:50:00,31.3002,31.3002,31.2053,31.2148,1315
2024-09-05 12:45:00,31.1958,31.3002,31.1958,31.3002,247
2024-09-05 13:20:00,30.5603,30.5603,30.5603,30.5603,165
2024-09-05 13:40:00,31.1105,31.1105,31.1105,31.1105,100
2024-09-05 13:50:00,31.1105,31.1105,31.1105,31.1105,106
2024-09-05 15:55:00,31.1200,31.1200,31.1200,31.1200,216
2024-09-05 16:00:00,31.1200,31.3476,31.0725,31.3476,293
2024-09-05 16:10:00,31.1200,31.1200,31.1200,31.1200,100
2024-09-05 18:30:00,31.1200,31.1200,31.1200,31.1200,100
2024-09-05 19:00:00,31.1200,31.1200,31.1200,31.1200,100
2024-09-06 09:30:00,31.4424,31.4424,31.4424,31.4424,100
2024-09-06 11:20:00,31.2812,31.2812,31.2812,31.2812,994
2024-09-06 13:40:00,31.0630,31.0630,31.0630,31.0630,142
2024-09-06 13:50:00,31.1579,31.2811,31.1579,31.2811,324
2024-09-06 14:15:00,31.1519,31.1519,31.1519,31.1519,136
2024-09-06 15:35:00,31.0061,31.0061,31.0061,31.0061,207
2024-09-06 15:40:00,30.8836,30.8836,30.8836,30.8836,252
2024-09-06 15:55:00,30.8836,30.8836,30.8836,30.8836,273
2024-09-06 16:00:00,30.9587,31.0630,30.8836,30.9682,449
2024-09-06 16:10:00,30.8836,30.8836,30.8836,30.8836,185
2024-09-06 18:30:00,30.8836,30.8836,30.8836,30.8836,100
2024-09-06 19:00:00,30.8836,30.8836,30.8836,30.8836,100
2024-09-09 10:10:00,30.8354,30.8733,30.8354,30.8733,291
2024-09-09 10:15:00,30.9492,30.9492,30.4939,30.4939,1081
2024-09-09 10:20:00,30.8639,30.8639,30.8639,30.8639,188
2024-09-09 10:30:00,30.6362,30.6362,30.6362,30.6362,338
2024-09-09 11:45:00,30.6552,30.6552,30.6552,30.6552,140
2024-09-09 11:50:00,30.6552,30.6552,30.6552,30.6552,952
2024-09-09 12:35:00,30.6552,30.6552,30.6552,30.6552,200
2024-09-09 13:00:00,30.7690,30.7690,30.7690,30.7690,200
2024-09-09 14:00:00,30.7690,30.7690,30.7690,30.7690,122
2024-09-09 14:15:00,30.7690,30.7690,30.7690,30.7690,198
2024-09-09 15:30:00,30.7690,30.7690,30.7690,30.7690,428
2024-09-09 16:00:00,30.7690,31.0346,30.7690,31.0346,910
2024-09-09 16:10:00,31.0346,31.0346,31.0346,31.0346,245
2024-09-09 18:30:00,31.0346,31.0346,31.0346,31.0346,245
2024-09-09 19:00:00,31.0346,31.0346,31.0346,31.0346,245
2024-09-10 10:10:00,30.6362,31.1958,30.6362,31.1958,511
2024-09-10 10:15:00,30.9492,30.9492,30.9018,30.9018,1200
2024-09-10 10:25:00,30.9018,30.9018,30.9018,30.9018,401
2024-09-10 11:00:00,30.9208,30.9208,30.9208,30.9208,105
2024-09-10 12:00:00,30.9208,30.9208,30.9208,30.9208,103
2024-09-10 13:45:00,30.4655,30.4655,30.4655,30.4655,200
2024-09-10 16:00:00,30.4655,31.1863,30.4655,31.1863,1485
2024-09-10 16:10:00,31.1863,31.1863,31.1863,31.1863,381
2024-09-10 18:30:00,31.1863,31.1863,31.1863,31.1863,381
2024-09-10 19:00:00,31.1863,31.1863,31.1863,31.1863,381
2024-09-11 09:40:00,30.4987,30.7311,30.4987,30.7311,409
2024-09-11 09:45:00,30.9065,30.9065,30.6836,30.6836,372
2024-09-11 09:55:00,30.6742,30.6742,30.6742,30.6742,101
2024-09-11 10:25:00,30.8164,30.8164,30.8164,30.8164,197
2024-09-11 10:30:00,30.6647,30.6647,30.6552,30.6552,1079
2024-09-11 10:35:00,30.6552,30.6552,30.3517,30.3517,824
2024-09-11 14:00:00,30.5698,30.5698,30.5698,30.5698,201
2024-09-11 14:05:00,30.7311,30.7311,30.7311,30.7311,207
2024-09-11 14:30:00,30.6362,30.6362,30.6362,30.6362,102
2024-09-11 15:55:00,30.8259,30.8259,30.8259,30.8259,149
2024-09-11 16:00:00,30.8259,31.1105,30.8259,31.1105,979
2024-09-11 16:10:00,31.1105,31.1105,31.1105,31.1105,430
2024-09-11 18:30:00,31.1105,31.1105,31.1105,31.1105,430
2024-09-11 19:00:00,31.1105,31.1105,31.1105,31.1105,430
2024-09-12 09:30:00,31.1010,31.1010,31.1010,31.1010,104
2024-09-12 10:25:00,30.9113,30.9113,30.9113,30.9113,200
